seed,episodes,selector,avg_total_penalty,avg_regret,avg_switch_cost
3,80,Temporal Soft Cluster ISAC,0.07263316284463232,0.06660191284463232,0.0060312500000000045
3,120,Oracle,0.0,0.0,0.0
3,120,Global Best,0.09010839816403994,0.09010839816403994,0.0
3,120,Random,0.21617294607654353,0.181860446076544,0.03431249999999953
3,120,Cluster ISAC,0.07518336137936923,0.06193336137936942,0.01324999999999981
3,120,DGCAC-inspired,0.07757215614044298,0.07157215614044302,0.005999999999999964
3,120,Privileged Classifier,0.09867029889754557,0.08435779889754577,0.014312499999999787
3,120,Regressor,0.0755270331253283,0.06346453312532846,0.012062499999999836
3,120,MLP Selector,0.07887954489814049,0.06673371156480731,0.012145833333333167
3,120,Temporal MoE,0.17926981584705873,0.1570198158470591,0.022249999999999617
3,120,Temporal Soft Cluster ISAC,0.07166882309908715,0.06581465643242052,0.005854166666666633
3,160,Oracle,0.0,0.0,0.0
3,160,Global Best,0.08697606197454426,0.08697606197454426,0.0
3,160,Random,0.3194806995751784,0.2851369495751774,0.03434375000000099
3,160,Cluster ISAC,0.06788903764237629,0.05634216264237647,0.011546874999999823
3,160,DGCAC-inspired,0.08376302593369747,0.07785677593369753,0.005906249999999943
3,160,Privileged Classifier,0.08461486791818101,0.0723804929181812,0.012234374999999808
3,160,Regressor,0.07727177200341138,0.0634748970034116,0.013796874999999775
3,160,MLP Selector,0.0747052729207995,0.06134589792079971,0.013359374999999785
3,160,Temporal MoE,0.18564320266995518,0.16464320266995555,0.020999999999999623
3,160,Temporal Soft Cluster ISAC,0.06585323778490956,0.05897823778490965,0.006874999999999923
3,200,Oracle,0.0,0.0,0.0
3,200,Global Best,0.08960528609112356,0.08960528609112356,0.0
3,200,Random,0.31090749873114976,0.27649499873114786,0.03441250000000188
3,200,Cluster ISAC,0.07342282821571337,0.06047282821571359,0.01294999999999978
3,200,DGCAC-inspired,0.0852233334863193,0.07988583348631936,0.005337499999999942
3,200,Privileged Classifier,0.08119764108400947,0.06854764108400968,0.012649999999999786
3,200,Regressor,0.07869027064957061,0.06444027064957086,0.014249999999999752
3,200,MLP Selector,0.06747488788006392,0.05444988788006414,0.013024999999999778
3,200,Temporal MoE,0.18459914832167482,0.16387414832167507,0.02072499999999974
3,200,Temporal Soft Cluster ISAC,0.07241779518391415,0.06651779518391422,0.00589999999999993
4,20,Oracle,0.0,0.0,0.0
